"","cdm_name","group_level","min_data","max_data","shortage_year","estimate_before","estimate_after","diff","variable_level","country","data_type","set","variable_name"
"178","SIDIAP","amoxicillin_clavulanate",2010,2023,2023,3.53333333333333,0.8,0.226415094339623,"Covid_19","Spain","primary","inc","Indication during prior 30 days"
"179","SIDIAP","amoxicillin_clavulanate",2010,2023,2023,0.733333333333333,1,1.36363636363636,"Cystitis_bacteriuria","Spain","primary","inc","Indication during prior 30 days"
"180","SIDIAP","amoxicillin_clavulanate",2010,2023,2023,1.56666666666667,2.4,1.53191489361702,"Pneumonia","Spain","primary","inc","Indication during prior 30 days"
"181","SIDIAP","amoxicillin_clavulanate",2010,2023,2023,0.266666666666667,0.2,0.75,"Pyelonephritis","Spain","primary","inc","Indication during prior 30 days"
"182","SIDIAP","amoxicillin_clavulanate",2010,2023,2023,2.23333333333333,3.2,1.43283582089552,"Sinusitis","Spain","primary","inc","Indication during prior 30 days"
"183","SIDIAP","amoxicillin_clavulanate",2010,2023,2023,0.866666666666667,0.3,0.346153846153846,"Covid_19","Spain","primary","inc","Indication on index date"
"184","SIDIAP","amoxicillin_clavulanate",2010,2023,2023,1.16666666666667,1.8,1.54285714285714,"Pneumonia","Spain","primary","inc","Indication on index date"
"185","SIDIAP","amoxicillin_clavulanate",2010,2023,2023,0.2,0.1,0.5,"Pyelonephritis","Spain","primary","inc","Indication on index date"
"186","SIDIAP","amoxicillin_clavulanate",2010,2023,2023,1.93333333333333,2.8,1.44827586206897,"Sinusitis","Spain","primary","inc","Indication on index date"
"187","THIN Belgium","amoxicillin_clavulanate",2010,2023,2023,10.2666666666667,13.1,1.27597402597403,"Pneumonia","Belgium","claims P+S","inc","Indication any time prior"
"188","THIN Belgium","amoxicillin_clavulanate",2011,2023,2023,2.43333333333333,4.4,1.80821917808219,"Covid_19","Belgium","claims P+S","inc","Indication any time prior"
"189","THIN Belgium","amoxicillin_clavulanate",2010,2023,2023,5.8,4.1,0.706896551724138,"Cellulitis_erysipelas_woundinfection","Belgium","claims P+S","inc","Indication during prior 30 days"
"190","THIN Belgium","amoxicillin_clavulanate",2010,2023,2023,1.33333333333333,1.7,1.275,"Chronic_bronchitis","Belgium","claims P+S","inc","Indication during prior 30 days"
"191","THIN Belgium","amoxicillin_clavulanate",2010,2023,2023,0.0666666666666667,0,0,"Osteomyelitis","Belgium","claims P+S","inc","Indication during prior 30 days"
"192","THIN Belgium","amoxicillin_clavulanate",2010,2023,2023,4.36666666666667,7.5,1.7175572519084,"Pneumonia","Belgium","claims P+S","inc","Indication during prior 30 days"
"193","THIN Belgium","amoxicillin_clavulanate",2010,2023,2023,15.3,19.6,1.28104575163399,"Sinusitis","Belgium","claims P+S","inc","Indication during prior 30 days"
"194","THIN Belgium","amoxicillin_clavulanate",2010,2023,2023,5.7,4,0.701754385964912,"Cellulitis_erysipelas_woundinfection","Belgium","claims P+S","inc","Indication on index date"
"195","THIN Belgium","amoxicillin_clavulanate",2010,2023,2023,1.26666666666667,1.6,1.26315789473684,"Chronic_bronchitis","Belgium","claims P+S","inc","Indication on index date"
"196","THIN Belgium","amoxicillin_clavulanate",2010,2023,2023,1.8,1.2,0.666666666666667,"Cystitis_bacteriuria","Belgium","claims P+S","inc","Indication on index date"
"197","THIN Belgium","amoxicillin_clavulanate",2010,2023,2023,4.26666666666667,7.3,1.7109375,"Pneumonia","Belgium","claims P+S","inc","Indication on index date"
"198","THIN Belgium","amoxicillin_clavulanate",2010,2023,2023,14.5666666666667,18.1,1.24256292906179,"Sinusitis","Belgium","claims P+S","inc","Indication on index date"
"199","THIN Belgium","amoxicillin_clavulanate",2012,2023,2023,0.1,0,0,"Osteomyelitis","Belgium","claims P+S","inc","Indication on index date"
"200","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.566666666666667,0.9,1.58823529411765,"Cellulitis_erysipelas_woundinfection","Italy","claims P+S","inc","Indication any time prior"
"201","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,3.16666666666667,4.2,1.32631578947368,"Chronic_bronchitis","Italy","claims P+S","inc","Indication any time prior"
"202","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,4.3,10.1,2.34883720930233,"Covid_19","Italy","claims P+S","inc","Indication any time prior"
"203","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,5.1,7.6,1.49019607843137,"Cystitis_bacteriuria","Italy","claims P+S","inc","Indication any time prior"
"204","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,15.8333333333333,24.3,1.53473684210526,"Infection","Italy","claims P+S","inc","Indication any time prior"
"205","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,1.4,2.1,1.5,"Otitis_media","Italy","claims P+S","inc","Indication any time prior"
"206","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.9,1.4,1.55555555555556,"Pneumonia","Italy","claims P+S","inc","Indication any time prior"
"207","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,2.1,3.3,1.57142857142857,"Sinusitis","Italy","claims P+S","inc","Indication any time prior"
"208","THIN Italy","amoxicillin_clavulanate",2011,2023,2023,0.1,0.2,2,"Urethritis","Italy","claims P+S","inc","Indication any time prior"
"209","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.3,0.5,1.66666666666667,"Cellulitis_erysipelas_woundinfection","Italy","claims P+S","inc","Indication during prior 30 days"
"210","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.933333333333333,1.5,1.60714285714286,"Chronic_bronchitis","Italy","claims P+S","inc","Indication during prior 30 days"
"211","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.8,0.2,0.25,"Covid_19","Italy","claims P+S","inc","Indication during prior 30 days"
"212","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,1,1.4,1.4,"Cystitis_bacteriuria","Italy","claims P+S","inc","Indication during prior 30 days"
"213","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,4.16666666666667,5.8,1.392,"Infection","Italy","claims P+S","inc","Indication during prior 30 days"
"214","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.466666666666667,0.8,1.71428571428571,"Otitis_media","Italy","claims P+S","inc","Indication during prior 30 days"
"215","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.133333333333333,0.6,4.5,"Pneumonia","Italy","claims P+S","inc","Indication during prior 30 days"
"216","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.566666666666667,1.4,2.47058823529412,"Sinusitis","Italy","claims P+S","inc","Indication during prior 30 days"
"217","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.3,0.5,1.66666666666667,"Cellulitis_erysipelas_woundinfection","Italy","claims P+S","inc","Indication on index date"
"218","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.633333333333333,0.9,1.42105263157895,"Chronic_bronchitis","Italy","claims P+S","inc","Indication on index date"
"219","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.433333333333333,0.1,0.230769230769231,"Covid_19","Italy","claims P+S","inc","Indication on index date"
"220","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.733333333333333,1,1.36363636363636,"Cystitis_bacteriuria","Italy","claims P+S","inc","Indication on index date"
"221","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,3.4,5,1.47058823529412,"Infection","Italy","claims P+S","inc","Indication on index date"
"222","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.466666666666667,0.8,1.71428571428571,"Otitis_media","Italy","claims P+S","inc","Indication on index date"
"223","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.133333333333333,0.5,3.75,"Pneumonia","Italy","claims P+S","inc","Indication on index date"
"224","THIN Italy","amoxicillin_clavulanate",2010,2023,2023,0.566666666666667,1.3,2.29411764705882,"Sinusitis","Italy","claims P+S","inc","Indication on index date"
"225","THIN Romania","amoxicillin_clavulanate",2012,2023,2023,2.96666666666667,2.2,0.741573033707865,"Cellulitis_erysipelas_woundinfection","Romania","claims P+S","inc","Indication any time prior"
"226","THIN Romania","amoxicillin_clavulanate",2012,2023,2023,6.2,14.8,2.38709677419355,"Covid_19","Romania","claims P+S","inc","Indication any time prior"
"227","THIN Romania","amoxicillin_clavulanate",2012,2023,2023,0.966666666666667,0.5,0.517241379310345,"Cellulitis_erysipelas_woundinfection","Romania","claims P+S","inc","Indication during prior 30 days"
"228","THIN Romania","amoxicillin_clavulanate",2012,2023,2023,1.4,0.8,0.571428571428572,"Covid_19","Romania","claims P+S","inc","Indication during prior 30 days"
"229","THIN Romania","amoxicillin_clavulanate",2012,2023,2023,0.866666666666667,0.5,0.576923076923077,"Cellulitis_erysipelas_woundinfection","Romania","claims P+S","inc","Indication on index date"
"230","THIN Romania","amoxicillin_clavulanate",2012,2023,2023,1.06666666666667,0.6,0.5625,"Covid_19","Romania","claims P+S","inc","Indication on index date"
"231","ULSGE","amoxicillin_clavulanate",2010,2023,2023,3,4.2,1.4,"Covid_19","Portugal","secondary","inc","Indication any time prior"
"232","ULSGE","amoxicillin_clavulanate",2013,2023,2023,0.4,0.5,1.25,"Osteomyelitis","Portugal","secondary","inc","Indication any time prior"
"233","ULSGE","amoxicillin_clavulanate",2010,2023,2023,0.933333333333333,0.7,0.75,"Cellulitis_erysipelas_woundinfection","Portugal","secondary","inc","Indication during prior 30 days"
"234","ULSGE","amoxicillin_clavulanate",2010,2023,2023,1.1,1.4,1.27272727272727,"Chronic_bronchitis","Portugal","secondary","inc","Indication during prior 30 days"
"235","ULSGE","amoxicillin_clavulanate",2010,2023,2023,1.46666666666667,0.8,0.545454545454546,"Covid_19","Portugal","secondary","inc","Indication during prior 30 days"
"236","ULSGE","amoxicillin_clavulanate",2010,2023,2023,1.66666666666667,1.1,0.66,"Cystitis_bacteriuria","Portugal","secondary","inc","Indication during prior 30 days"
"237","ULSGE","amoxicillin_clavulanate",2010,2023,2023,1.36666666666667,1.7,1.24390243902439,"Pyelonephritis","Portugal","secondary","inc","Indication during prior 30 days"
"238","ULSGE","amoxicillin_clavulanate",2011,2023,2023,1.13333333333333,1.4,1.23529411764706,"Sinusitis","Portugal","secondary","inc","Indication during prior 30 days"
"239","ULSGE","amoxicillin_clavulanate",2010,2023,2023,0.733333333333333,1,1.36363636363636,"Chronic_bronchitis","Portugal","secondary","inc","Indication on index date"
"240","ULSGE","amoxicillin_clavulanate",2010,2023,2023,0.833333333333333,0.5,0.6,"Covid_19","Portugal","secondary","inc","Indication on index date"
"241","ULSGE","amoxicillin_clavulanate",2010,2023,2023,1.2,0.7,0.583333333333333,"Cystitis_bacteriuria","Portugal","secondary","inc","Indication on index date"
"242","ULSGE","amoxicillin_clavulanate",2013,2023,2023,0.9,1.1,1.22222222222222,"Sinusitis","Portugal","secondary","inc","Indication on index date"
"243","ULSRA","amoxicillin_clavulanate",2010,2023,2023,2.43333333333333,1.9,0.780821917808219,"Chronic_bronchitis","Portugal","secondary","inc","Indication any time prior"
"244","ULSRA","amoxicillin_clavulanate",2010,2023,2023,3.46666666666667,6.5,1.875,"Covid_19","Portugal","secondary","inc","Indication any time prior"
"245","ULSRA","amoxicillin_clavulanate",2010,2023,2023,12.0333333333333,14.5,1.20498614958449,"Otitis_media","Portugal","secondary","inc","Indication any time prior"
"246","ULSRA","amoxicillin_clavulanate",2010,2023,2023,0.266666666666667,0.2,0.75,"Chronic_bronchitis","Portugal","secondary","inc","Indication during prior 30 days"
"247","ULSRA","amoxicillin_clavulanate",2010,2023,2023,1.46666666666667,0.6,0.409090909090909,"Covid_19","Portugal","secondary","inc","Indication during prior 30 days"
"248","ULSRA","amoxicillin_clavulanate",2010,2023,2023,5.83333333333333,7.5,1.28571428571429,"Otitis_media","Portugal","secondary","inc","Indication during prior 30 days"
"249","ULSRA","amoxicillin_clavulanate",2012,2023,2023,9.76666666666667,6.2,0.63481228668942,"Cystitis_bacteriuria","Portugal","secondary","inc","Indication during prior 30 days"
"250","ULSRA","amoxicillin_clavulanate",2010,2023,2023,1.16666666666667,0.5,0.428571428571429,"Covid_19","Portugal","secondary","inc","Indication on index date"
"251","ULSRA","amoxicillin_clavulanate",2010,2023,2023,5.53333333333333,7.2,1.30120481927711,"Otitis_media","Portugal","secondary","inc","Indication on index date"
"252","ULSRA","amoxicillin_clavulanate",2017,2023,2023,9.3,5.8,0.623655913978495,"Cystitis_bacteriuria","Portugal","secondary","inc","Indication on index date"
"253","AP-HM","amoxicillin_clavulanate",2014,2024,2023,2.56666666666667,1.4,0.545454545454545,"Cellulitis_erysipelas_woundinfection","France","secondary","prev","Indication any time prior"
"254","AP-HM","amoxicillin_clavulanate",2014,2024,2023,0.4,0.25,0.625,"Chronic_bronchitis","France","secondary","prev","Indication any time prior"
"255","AP-HM","amoxicillin_clavulanate",2014,2024,2023,3.26666666666667,2.45,0.75,"Cystitis_bacteriuria","France","secondary","prev","Indication any time prior"
"256","AP-HM","amoxicillin_clavulanate",2014,2024,2023,43.3333333333333,30.7,0.708461538461538,"Infection","France","secondary","prev","Indication any time prior"
"257","AP-HM","amoxicillin_clavulanate",2014,2024,2023,2.03333333333333,1.45,0.713114754098361,"Osteomyelitis","France","secondary","prev","Indication any time prior"
"258","AP-HM","amoxicillin_clavulanate",2014,2024,2023,21.4,16.1,0.752336448598131,"Pneumonia","France","secondary","prev","Indication any time prior"
"259","AP-HM","amoxicillin_clavulanate",2014,2024,2023,2.26666666666667,1.6,0.705882352941177,"Sinusitis","France","secondary","prev","Indication any time prior"
"260","AP-HM","amoxicillin_clavulanate",2020,2024,2023,7.8,6.1,0.782051282051282,"Covid_19","France","secondary","prev","Indication any time prior"
"261","AP-HM","amoxicillin_clavulanate",2014,2024,2023,2.06666666666667,0.8,0.387096774193548,"Cellulitis_erysipelas_woundinfection","France","secondary","prev","Indication during prior 30 days"
"262","AP-HM","amoxicillin_clavulanate",2014,2024,2023,0.15,0,0,"Chronic_bronchitis","France","secondary","prev","Indication during prior 30 days"
"263","AP-HM","amoxicillin_clavulanate",2014,2024,2023,1.43333333333333,0.7,0.488372093023256,"Cystitis_bacteriuria","France","secondary","prev","Indication during prior 30 days"
"264","AP-HM","amoxicillin_clavulanate",2014,2024,2023,32.6333333333333,15.5,0.474974463738509,"Infection","France","secondary","prev","Indication during prior 30 days"
"265","AP-HM","amoxicillin_clavulanate",2014,2024,2023,1.13333333333333,0.45,0.397058823529412,"Osteomyelitis","France","secondary","prev","Indication during prior 30 days"
"266","AP-HM","amoxicillin_clavulanate",2014,2024,2023,0.833333333333333,0.45,0.54,"Otitis_media","France","secondary","prev","Indication during prior 30 days"
"267","AP-HM","amoxicillin_clavulanate",2014,2024,2023,15.3,8.35,0.545751633986928,"Pneumonia","France","secondary","prev","Indication during prior 30 days"
"268","AP-HM","amoxicillin_clavulanate",2014,2024,2023,1.83333333333333,1,0.545454545454546,"Sinusitis","France","secondary","prev","Indication during prior 30 days"
"269","AP-HM","amoxicillin_clavulanate",2015,2024,2023,4.83333333333333,1.2,0.248275862068965,"Covid_19","France","secondary","prev","Indication during prior 30 days"
"270","AP-HM","amoxicillin_clavulanate",2014,2023,2023,1.26666666666667,0.4,0.315789473684211,"Covid_19","France","secondary","prev","Indication on index date"
"271","AP-HM","amoxicillin_clavulanate",2014,2023,2023,0.25,0.1,0.4,"Cystitis_bacteriuria","France","secondary","prev","Indication on index date"
"272","AP-HM","amoxicillin_clavulanate",2014,2023,2023,0.3,0.1,0.333333333333333,"Osteomyelitis","France","secondary","prev","Indication on index date"
"273","AP-HM","amoxicillin_clavulanate",2014,2024,2023,1.16666666666667,0.35,0.3,"Cellulitis_erysipelas_woundinfection","France","secondary","prev","Indication on index date"
"274","AP-HM","amoxicillin_clavulanate",2014,2024,2023,8.93333333333333,3.95,0.442164179104478,"Infection","France","secondary","prev","Indication on index date"
"275","AP-HM","amoxicillin_clavulanate",2014,2024,2023,3.9,2.2,0.564102564102564,"Pneumonia","France","secondary","prev","Indication on index date"
"276","BZMC","amoxicillin_clavulanate",2020,2024,2023,13.7666666666667,9.25,0.671912832929782,"Cellulitis_erysipelas_woundinfection","Israel","secondary","prev","Indication any time prior"
"277","BZMC","amoxicillin_clavulanate",2020,2024,2023,1.96666666666667,1.2,0.610169491525424,"Chronic_bronchitis","Israel","secondary","prev","Indication any time prior"
"278","BZMC","amoxicillin_clavulanate",2020,2024,2023,12.0666666666667,7.95,0.658839779005525,"Covid_19","Israel","secondary","prev","Indication any time prior"
"279","BZMC","amoxicillin_clavulanate",2020,2024,2023,1.93333333333333,1.3,0.672413793103448,"Osteomyelitis","Israel","secondary","prev","Indication any time prior"
"280","BZMC","amoxicillin_clavulanate",2021,2024,2023,5.6,7.15,1.27678571428571,"Sinusitis","Israel","secondary","prev","Indication any time prior"
"281","BZMC","amoxicillin_clavulanate",2022,2023,2023,0.3,0.6,2,"Osteomyelitis","Israel","secondary","prev","Indication during prior 30 days"
"282","BZMC","amoxicillin_clavulanate",2020,2024,2023,8.2,4.4,0.536585365853659,"Cellulitis_erysipelas_woundinfection","Israel","secondary","prev","Indication during prior 30 days"
"283","BZMC","amoxicillin_clavulanate",2020,2024,2023,8.7,1.6,0.183908045977012,"Covid_19","Israel","secondary","prev","Indication during prior 30 days"
"284","BZMC","amoxicillin_clavulanate",2021,2024,2023,4.2,5.75,1.36904761904762,"Sinusitis","Israel","secondary","prev","Indication during prior 30 days"
"285","BZMC","amoxicillin_clavulanate",2021,2023,2023,1.95,0.4,0.205128205128205,"Covid_19","Israel","secondary","prev","Indication on index date"
"286","BZMC","amoxicillin_clavulanate",2020,2024,2023,0.9,2.3,2.55555555555556,"Otitis_media","Israel","secondary","prev","Indication on index date"
"287","BZMC","amoxicillin_clavulanate",2021,2024,2023,4.85,2.9,0.597938144329897,"Cellulitis_erysipelas_woundinfection","Israel","secondary","prev","Indication on index date"
"288","BZMC","amoxicillin_clavulanate",2021,2024,2023,2.6,3.8,1.46153846153846,"Sinusitis","Israel","secondary","prev","Indication on index date"
"289","CPRD Aurum","amoxicillin_clavulanate",2013,2023,2023,14.7,31.3,2.12925170068027,"Covid_19","UK","primary","prev","Indication any time prior"
"290","CPRD Aurum","amoxicillin_clavulanate",2010,2023,2023,2.36666666666667,0.9,0.380281690140845,"Covid_19","UK","primary","prev","Indication during prior 30 days"
"291","CPRD Aurum","amoxicillin_clavulanate",2010,2023,2023,0.166666666666667,0.1,0.6,"Cystitis_bacteriuria","UK","primary","prev","Indication during prior 30 days"
"292","CPRD Aurum","amoxicillin_clavulanate",2010,2023,2023,1.63333333333333,2.6,1.59183673469388,"Otitis_media","UK","primary","prev","Indication during prior 30 days"
"293","CPRD Aurum","amoxicillin_clavulanate",2010,2023,2023,1.56666666666667,2,1.27659574468085,"Sinusitis","UK","primary","prev","Indication during prior 30 days"
"294","CPRD Aurum","amoxicillin_clavulanate",2010,2023,2023,0.633333333333333,0.1,0.157894736842105,"Covid_19","UK","primary","prev","Indication on index date"
"295","CPRD Aurum","amoxicillin_clavulanate",2010,2023,2023,0.0666666666666667,0,0,"Cystitis_bacteriuria","UK","primary","prev","Indication on index date"
"296","CPRD Aurum","amoxicillin_clavulanate",2010,2023,2023,0.0333333333333333,0,0,"Osteomyelitis","UK","primary","prev","Indication on index date"
"297","CPRD Aurum","amoxicillin_clavulanate",2010,2023,2023,1.16666666666667,1.9,1.62857142857143,"Otitis_media","UK","primary","prev","Indication on index date"
"298","CPRD Aurum","amoxicillin_clavulanate",2010,2023,2023,0.333333333333333,0.4,1.2,"Pneumonia","UK","primary","prev","Indication on index date"
"299","CPRD Aurum","amoxicillin_clavulanate",2010,2023,2023,1.2,1.5,1.25,"Sinusitis","UK","primary","prev","Indication on index date"
"300","GMC","amoxicillin_clavulanate",2013,2024,2023,42.1,25.9,0.61520190023753,"Covid_19","Israel","secondary","prev","Indication any time prior"
"301","GMC","amoxicillin_clavulanate",2013,2024,2023,0.533333333333333,0.8,1.5,"Pyelonephritis","Israel","secondary","prev","Indication any time prior"
"302","GMC","amoxicillin_clavulanate",2013,2024,2023,31.5333333333333,2.45,0.0776955602536998,"Covid_19","Israel","secondary","prev","Indication during prior 30 days"
"303","GMC","amoxicillin_clavulanate",2013,2024,2023,0.833333333333333,1.15,1.38,"Otitis_media","Israel","secondary","prev","Indication during prior 30 days"
"304","GMC","amoxicillin_clavulanate",2014,2024,2023,10.8,8.2,0.759259259259259,"Cellulitis_erysipelas_woundinfection","Israel","secondary","prev","Indication during prior 30 days"
"305","GMC","amoxicillin_clavulanate",2014,2024,2023,38.7333333333333,21.1,0.544750430292599,"Infection","Israel","secondary","prev","Indication during prior 30 days"
"306","GMC","amoxicillin_clavulanate",2013,2023,2023,0.4,0.3,0.75,"Chronic_bronchitis","Israel","secondary","prev","Indication on index date"
"307","GMC","amoxicillin_clavulanate",2013,2023,2023,12.2333333333333,1.1,0.0899182561307902,"Covid_19","Israel","secondary","prev","Indication on index date"
"308","GMC","amoxicillin_clavulanate",2013,2024,2023,0.7,0.85,1.21428571428571,"Otitis_media","Israel","secondary","prev","Indication on index date"
"309","GMC","amoxicillin_clavulanate",2015,2024,2023,11.7333333333333,7.35,0.626420454545455,"Infection","Israel","secondary","prev","Indication on index date"
"310","GMC","amoxicillin_clavulanate",2016,2024,2023,2.46666666666667,4.5,1.82432432432432,"Sinusitis","Israel","secondary","prev","Indication on index date"
"311","GMC","amoxicillin_clavulanate",2019,2024,2023,2.63333333333333,3.35,1.27215189873418,"Pneumonia","Israel","secondary","prev","Indication on index date"
"312","HULAFE","amoxicillin_clavulanate",2016,2023,2023,13.1333333333333,33.9,2.58121827411167,"Covid_19","Spain","EHR P+S","prev","Indication any time prior"
"313","HULAFE","amoxicillin_clavulanate",2016,2023,2023,0.4,0.5,1.25,"Osteomyelitis","Spain","EHR P+S","prev","Indication any time prior"
"314","HULAFE","amoxicillin_clavulanate",2016,2023,2023,21.5666666666667,26.4,1.22411128284389,"Otitis_media","Spain","EHR P+S","prev","Indication any time prior"
"315","HULAFE","amoxicillin_clavulanate",2016,2023,2023,7.13333333333333,8.6,1.20560747663551,"Sinusitis","Spain","EHR P+S","prev","Indication any time prior"
"316","HULAFE","amoxicillin_clavulanate",2016,2023,2023,2.03333333333333,0.6,0.295081967213115,"Covid_19","Spain","EHR P+S","prev","Indication during prior 30 days"
"317","HULAFE","amoxicillin_clavulanate",2016,2023,2023,2.96666666666667,2.2,0.741573033707865,"Cystitis_bacteriuria","Spain","EHR P+S","prev","Indication during prior 30 days"
"318","HULAFE","amoxicillin_clavulanate",2016,2023,2023,6.33333333333333,8.8,1.38947368421053,"Otitis_media","Spain","EHR P+S","prev","Indication during prior 30 days"
"319","HULAFE","amoxicillin_clavulanate",2016,2023,2023,2.2,3,1.36363636363636,"Sinusitis","Spain","EHR P+S","prev","Indication during prior 30 days"
"320","HULAFE","amoxicillin_clavulanate",2016,2023,2023,0.8,0.2,0.25,"Covid_19","Spain","EHR P+S","prev","Indication on index date"
"321","HULAFE","amoxicillin_clavulanate",2016,2023,2023,1.63333333333333,1.1,0.673469387755102,"Cystitis_bacteriuria","Spain","EHR P+S","prev","Indication on index date"
"322","HULAFE","amoxicillin_clavulanate",2016,2023,2023,5.13333333333333,7.1,1.38311688311688,"Otitis_media","Spain","EHR P+S","prev","Indication on index date"
"323","HULAFE","amoxicillin_clavulanate",2016,2023,2023,0.6,0.8,1.33333333333333,"Pneumonia","Spain","EHR P+S","prev","Indication on index date"
"324","HULAFE","amoxicillin_clavulanate",2016,2023,2023,1.7,2.4,1.41176470588235,"Sinusitis","Spain","EHR P+S","prev","Indication on index date"
"325","IMASIS","amoxicillin_clavulanate",2010,2023,2023,0.633333333333333,0.8,1.26315789473684,"Osteomyelitis","Spain","secondary","prev","Indication any time prior"
"326","IMASIS","amoxicillin_clavulanate",2010,2023,2023,1.6,2.2,1.375,"Sinusitis","Spain","secondary","prev","Indication any time prior"
"327","IMASIS","amoxicillin_clavulanate",2010,2023,2023,0.4,0.3,0.75,"Urethritis","Spain","secondary","prev","Indication any time prior"
"328","IMASIS","amoxicillin_clavulanate",2010,2023,2023,14.1,2.5,0.177304964539007,"Covid_19","Spain","secondary","prev","Indication during prior 30 days"
"329","IMASIS","amoxicillin_clavulanate",2010,2023,2023,0.1,0.2,2,"Osteomyelitis","Spain","secondary","prev","Indication during prior 30 days"
"330","IMASIS","amoxicillin_clavulanate",2010,2023,2023,1.26666666666667,1.8,1.42105263157895,"Cellulitis_erysipelas_woundinfection","Spain","secondary","prev","Indication on index date"
"331","IMASIS","amoxicillin_clavulanate",2010,2023,2023,1.13333333333333,0.6,0.529411764705882,"Covid_19","Spain","secondary","prev","Indication on index date"
"332","IMASIS","amoxicillin_clavulanate",2010,2023,2023,5.7,7.2,1.26315789473684,"Infection","Spain","secondary","prev","Indication on index date"
"333","IMASIS","amoxicillin_clavulanate",2010,2023,2023,1.3,2,1.53846153846154,"Pneumonia","Spain","secondary","prev","Indication on index date"
"334","IMASIS","amoxicillin_clavulanate",2011,2023,2023,0.166666666666667,0.3,1.8,"Otitis_media","Spain","secondary","prev","Indication on index date"
"335","IMASIS","amoxicillin_clavulanate",2011,2023,2023,0.233333333333333,0.4,1.71428571428571,"Pyelonephritis","Spain","secondary","prev","Indication on index date"
"336","IPCI","amoxicillin_clavulanate",2010,2023,2023,1.13333333333333,0.9,0.794117647058824,"Chronic_bronchitis","Netherlands","primary","prev","Indication any time prior"
"337","IPCI","amoxicillin_clavulanate",2010,2023,2023,14.0666666666667,34.4,2.44549763033175,"Covid_19","Netherlands","primary","prev","Indication any time prior"
"338","IPCI","amoxicillin_clavulanate",2010,2023,2023,0.133333333333333,0.1,0.75,"Chronic_bronchitis","Netherlands","primary","prev","Indication during prior 30 days"
"339","IPCI","amoxicillin_clavulanate",2010,2023,2023,2.36666666666667,0.8,0.338028169014085,"Covid_19","Netherlands","primary","prev","Indication during prior 30 days"
"340","IPCI","amoxicillin_clavulanate",2010,2023,2023,3.13333333333333,4.6,1.46808510638298,"Pneumonia","Netherlands","primary","prev","Indication during prior 30 days"
"341","IPCI","amoxicillin_clavulanate",2010,2023,2023,0.9,0.7,0.777777777777778,"Pyelonephritis","Netherlands","primary","prev","Indication during prior 30 days"
"342","IPCI","amoxicillin_clavulanate",2010,2023,2023,1.23333333333333,1.5,1.21621621621622,"Sinusitis","Netherlands","primary","prev","Indication during prior 30 days"
"343","IPCI","amoxicillin_clavulanate",2012,2023,2023,0,0.1,Inf,"Osteomyelitis","Netherlands","primary","prev","Indication during prior 30 days"
"344","IPCI","amoxicillin_clavulanate",2010,2023,2023,0.0666666666666667,0.1,1.5,"Chronic_bronchitis","Netherlands","primary","prev","Indication on index date"
"345","IPCI","amoxicillin_clavulanate",2010,2023,2023,0.666666666666667,0.3,0.45,"Covid_19","Netherlands","primary","prev","Indication on index date"
"346","IPCI","amoxicillin_clavulanate",2010,2023,2023,2.3,3.5,1.52173913043478,"Pneumonia","Netherlands","primary","prev","Indication on index date"
"347","IPCI","amoxicillin_clavulanate",2010,2023,2023,0.7,0.5,0.714285714285714,"Pyelonephritis","Netherlands","primary","prev","Indication on index date"
"348","IPCI","amoxicillin_clavulanate",2010,2023,2023,0.866666666666667,1.1,1.26923076923077,"Sinusitis","Netherlands","primary","prev","Indication on index date"
"349","OLVA MS","amoxicillin_clavulanate",2015,2024,2023,11.6,4.65,0.400862068965517,"Covid_19","Belgium","secondary","prev","Indication any time prior"
"350","OLVA MS","amoxicillin_clavulanate",2015,2024,2023,52.2333333333333,22.45,0.429802169751117,"Infection","Belgium","secondary","prev","Indication any time prior"
"351","OLVA MS","amoxicillin_clavulanate",2015,2024,2023,1.36666666666667,0.7,0.51219512195122,"Osteomyelitis","Belgium","secondary","prev","Indication any time prior"
